Country,Year,Category,Cat,value
Mongolia,2011,Fruits,"Fruits, Other",0
Mongolia,2012,Fruits,"Fruits, Other",0
Mongolia,2013,Fruits,"Fruits, Other",0
Mongolia,2010,Meat,Eggs,0
Mongolia,2011,Meat,Eggs,0
Mongolia,2012,Meat,Eggs,0
Mongolia,2013,Meat,Eggs,0
Mongolia,2010,Meat,Milk - Excluding Butter,6
Mongolia,2011,Meat,Milk - Excluding Butter,8
Mongolia,2012,Meat,Milk - Excluding Butter,9
Mongolia,2013,Meat,Milk - Excluding Butter,10
Montenegro,2010,Crops,Wheat and products,2
Montenegro,2011,Crops,Wheat and products,3
Montenegro,2012,Crops,Wheat and products,3
Montenegro,2013,Crops,Wheat and products,3
Montenegro,2010,Crops,Barley and products,0
Montenegro,2011,Crops,Barley and products,0
Montenegro,2012,Crops,Barley and products,0
Montenegro,2013,Crops,Barley and products,0
Montenegro,2010,Crops,Maize and products,2
Montenegro,2011,Crops,Maize and products,3
Montenegro,2012,Crops,Maize and products,2
Montenegro,2013,Crops,Maize and products,1
Montenegro,2010,Crops,Rye and products,0
Montenegro,2011,Crops,Rye and products,0
Montenegro,2012,Crops,Rye and products,0
Montenegro,2013,Crops,Rye and products,0
Montenegro,2010,Crops,Oats,0
Montenegro,2011,Crops,Oats,0
Montenegro,2012,Crops,Oats,0
Montenegro,2013,Crops,Oats,0
Montenegro,2010,Vegetables,Potatoes and products,5
Montenegro,2011,Vegetables,Potatoes and products,6
Montenegro,2012,Vegetables,Potatoes and products,5
Montenegro,2013,Vegetables,Potatoes and products,5
Montenegro,2010,Vegetables,Nuts and products,0
Montenegro,2011,Vegetables,Nuts and products,0
Montenegro,2012,Vegetables,Nuts and products,0
Montenegro,2013,Vegetables,Nuts and products,0
Montenegro,2010,Vegetables,Tomatoes and products,3
Montenegro,2011,Vegetables,Tomatoes and products,3
Montenegro,2012,Vegetables,Tomatoes and products,3
Montenegro,2013,Vegetables,Tomatoes and products,3
Montenegro,2010,Vegetables,Onions,1
Montenegro,2011,Vegetables,Onions,1
Montenegro,2012,Vegetables,Onions,1
Montenegro,2013,Vegetables,Onions,1
Montenegro,2010,Vegetables,"Vegetables, Other",12
Montenegro,2011,Vegetables,"Vegetables, Other",12
Montenegro,2012,Vegetables,"Vegetables, Other",11
Montenegro,2013,Vegetables,"Vegetables, Other",11
Montenegro,2010,Fruits,"Oranges, Mandarines",1
Montenegro,2011,Fruits,"Oranges, Mandarines",1
Montenegro,2012,Fruits,"Oranges, Mandarines",1
Montenegro,2013,Fruits,"Oranges, Mandarines",1
Montenegro,2010,Fruits,Apples and products,0
Montenegro,2011,Fruits,Apples and products,0
Montenegro,2012,Fruits,Apples and products,0
Montenegro,2013,Fruits,Apples and products,1
Montenegro,2010,Fruits,Grapes and products (excl wine),2
Montenegro,2011,Fruits,Grapes and products (excl wine),2
Montenegro,2012,Fruits,Grapes and products (excl wine),2
Montenegro,2013,Fruits,Grapes and products (excl wine),2
Montenegro,2010,Fruits,"Fruits, Other",1
Montenegro,2011,Fruits,"Fruits, Other",1
Montenegro,2012,Fruits,"Fruits, Other",1
Montenegro,2013,Fruits,"Fruits, Other",1
Montenegro,2010,Meat,Milk - Excluding Butter,3
Montenegro,2011,Meat,Milk - Excluding Butter,4
Montenegro,2012,Meat,Milk - Excluding Butter,3
Montenegro,2013,Meat,Milk - Excluding Butter,4
Morocco,2010,Crops,Wheat and products,626
Morocco,2011,Crops,Wheat and products,735
Morocco,2012,Crops,Wheat and products,645
Morocco,2013,Crops,Wheat and products,738
Morocco,2010,Crops,Rice (Milled Equivalent),2
Morocco,2011,Crops,Rice (Milled Equivalent),1
Morocco,2012,Crops,Rice (Milled Equivalent),3
Morocco,2013,Crops,Rice (Milled Equivalent),2
Morocco,2010,Crops,Barley and products,222
Morocco,2011,Crops,Barley and products,209
Morocco,2012,Crops,Barley and products,156
Morocco,2013,Crops,Barley and products,232
Morocco,2010,Crops,Maize and products,164
Morocco,2011,Crops,Maize and products,146
Morocco,2012,Crops,Maize and products,160
Morocco,2013,Crops,Maize and products,145
Morocco,2010,Crops,Rye and products,0
Morocco,2011,Crops,Rye and products,0
Morocco,2012,Crops,Rye and products,0
Morocco,2013,Crops,Rye and products,0
Morocco,2010,Crops,Oats,3
Morocco,2011,Crops,Oats,7
Morocco,2012,Crops,Oats,4
Morocco,2013,Crops,Oats,3
Morocco,2010,Crops,Millet and products,1
Morocco,2011,Crops,Millet and products,1
Morocco,2012,Crops,Millet and products,1
Morocco,2013,Crops,Millet and products,1
Morocco,2010,Crops,Sorghum and products,10
Morocco,2011,Crops,Sorghum and products,6
Morocco,2012,Crops,Sorghum and products,2
Morocco,2013,Crops,Sorghum and products,1
Morocco,2010,Crops,"Cereals, Other",1
Morocco,2011,Crops,"Cereals, Other",0
Morocco,2012,Crops,"Cereals, Other",0
Morocco,2013,Crops,"Cereals, Other",0
Morocco,2010,Vegetables,Potatoes and products,164
Morocco,2011,Vegetables,Potatoes and products,177
Morocco,2012,Vegetables,Potatoes and products,170
Morocco,2013,Vegetables,Potatoes and products,198
Morocco,2010,Vegetables,Beans,0
Morocco,2011,Vegetables,Beans,0
Morocco,2012,Vegetables,Beans,0
Morocco,2013,Vegetables,Beans,0
Morocco,2010,Vegetables,Peas,1
Morocco,2011,Vegetables,Peas,1
Morocco,2012,Vegetables,Peas,1
Morocco,2013,Vegetables,Peas,1
Morocco,2010,Vegetables,"Pulses, Other and products",15
Morocco,2011,Vegetables,"Pulses, Other and products",17
Morocco,2012,Vegetables,"Pulses, Other and products",15
Morocco,2013,Vegetables,"Pulses, Other and products",15
Morocco,2010,Vegetables,Soyabeans,6
Morocco,2011,Vegetables,Soyabeans,1
Morocco,2012,Vegetables,Soyabeans,3
Morocco,2013,Vegetables,Soyabeans,2
Morocco,2010,Seeds,Groundnuts (Shelled Eq),1
Morocco,2011,Seeds,Groundnuts (Shelled Eq),1
Morocco,2012,Seeds,Groundnuts (Shelled Eq),1
Morocco,2013,Seeds,Groundnuts (Shelled Eq),1
Morocco,2010,Seeds,Sunflower seed,6
Morocco,2011,Seeds,Sunflower seed,5
Morocco,2012,Seeds,Sunflower seed,3
Morocco,2013,Seeds,Sunflower seed,3
Morocco,2010,Seeds,Cottonseed,0
Morocco,2011,Seeds,Cottonseed,0
Morocco,2012,Seeds,Cottonseed,0
Morocco,2013,Seeds,Cottonseed,0
Morocco,2010,Crops,Olives (including preserved),210
Morocco,2011,Crops,Olives (including preserved),208
Morocco,2012,Crops,Olives (including preserved),258
Morocco,2013,Crops,Olives (including preserved),160
Morocco,2010,Oil,"Oilcrops, Other",0
Morocco,2011,Oil,"Oilcrops, Other",0
Morocco,2012,Oil,"Oilcrops, Other",0
Morocco,2013,Oil,"Oilcrops, Other",0
Morocco,2010,Vegetables,Tomatoes and products,115
Morocco,2011,Vegetables,Tomatoes and products,97
Morocco,2012,Vegetables,Tomatoes and products,98
Morocco,2013,Vegetables,Tomatoes and products,103
Morocco,2010,Vegetables,Onions,41
Morocco,2011,Vegetables,Onions,43
Morocco,2012,Vegetables,Onions,43
Morocco,2013,Vegetables,Onions,46
Morocco,2010,Vegetables,"Vegetables, Other",267
Morocco,2011,Vegetables,"Vegetables, Other",329
Morocco,2012,Vegetables,"Vegetables, Other",324
Morocco,2013,Vegetables,"Vegetables, Other",309
Morocco,2010,Fruits,"Oranges, Mandarines",66
Morocco,2011,Fruits,"Oranges, Mandarines",81
Morocco,2012,Fruits,"Oranges, Mandarines",92
Morocco,2013,Fruits,"Oranges, Mandarines",71
Morocco,2010,Fruits,"Lemons, Limes and products",1
Morocco,2011,Fruits,"Lemons, Limes and products",1
Morocco,2012,Fruits,"Lemons, Limes and products",1
Morocco,2013,Fruits,"Lemons, Limes and products",1
Morocco,2010,Fruits,Grapefruit and products,0
Morocco,2011,Fruits,Grapefruit and products,0
Morocco,2012,Fruits,Grapefruit and products,0
Morocco,2013,Fruits,Grapefruit and products,0
Morocco,2010,Fruits,"Citrus, Other",1
Morocco,2011,Fruits,"Citrus, Other",1
Morocco,2012,Fruits,"Citrus, Other",1
Morocco,2013,Fruits,"Citrus, Other",1
Morocco,2010,Fruits,Bananas,16
Morocco,2011,Fruits,Bananas,15
Morocco,2012,Fruits,Bananas,13
Morocco,2013,Fruits,Bananas,17
Morocco,2010,Fruits,Apples and products,23
Morocco,2011,Fruits,Apples and products,26
Morocco,2012,Fruits,Apples and products,25
Morocco,2013,Fruits,Apples and products,30
Morocco,2010,Fruits,Dates,8
Morocco,2011,Fruits,Dates,7
Morocco,2012,Fruits,Dates,8
Morocco,2013,Fruits,Dates,7
Morocco,2010,Fruits,Grapes and products (excl wine),3
Morocco,2011,Fruits,Grapes and products (excl wine),4
Morocco,2012,Fruits,Grapes and products (excl wine),3
Morocco,2013,Fruits,Grapes and products (excl wine),4
Morocco,2010,Fruits,"Fruits, Other",50
Morocco,2011,Fruits,"Fruits, Other",50
Morocco,2012,Fruits,"Fruits, Other",46
Morocco,2013,Fruits,"Fruits, Other",48
Morocco,2010,Spices,Pimento,1
Morocco,2011,Spices,Pimento,1
Morocco,2012,Spices,Pimento,2
Morocco,2013,Spices,Pimento,1
Morocco,2010,Fermented,Wine,1
Morocco,2011,Fermented,Wine,1
Morocco,2012,Fermented,Wine,1
Morocco,2013,Fermented,Wine,2
Morocco,2010,Meat,Eggs,15
Morocco,2011,Meat,Eggs,16
Morocco,2012,Meat,Eggs,16
Morocco,2013,Meat,Eggs,17
Morocco,2010,Meat,Milk - Excluding Butter,98
Morocco,2011,Meat,Milk - Excluding Butter,113
Morocco,2012,Meat,Milk - Excluding Butter,129
Morocco,2013,Meat,Milk - Excluding Butter,118
Mozambique,2010,Crops,Wheat and products,11
Mozambique,2011,Crops,Wheat and products,10
Mozambique,2012,Crops,Wheat and products,11
Mozambique,2013,Crops,Wheat and products,8
Mozambique,2010,Crops,Rice (Milled Equivalent),19
Mozambique,2011,Crops,Rice (Milled Equivalent),19
Mozambique,2012,Crops,Rice (Milled Equivalent),17
Mozambique,2013,Crops,Rice (Milled Equivalent),24
Mozambique,2010,Crops,Maize and products,108
Mozambique,2011,Crops,Maize and products,116
Mozambique,2012,Crops,Maize and products,87
Mozambique,2013,Crops,Maize and products,93
Mozambique,2010,Crops,Millet and products,2
Mozambique,2011,Crops,Millet and products,3
Mozambique,2012,Crops,Millet and products,2
Mozambique,2013,Crops,Millet and products,2
Mozambique,2010,Crops,Sorghum and products,20
Mozambique,2011,Crops,Sorghum and products,21
Mozambique,2012,Crops,Sorghum and products,15
Mozambique,2013,Crops,Sorghum and products,15
Mozambique,2010,Crops,Cassava and products,682
Mozambique,2011,Crops,Cassava and products,707
Mozambique,2012,Crops,Cassava and products,704
Mozambique,2013,Crops,Cassava and products,700
Mozambique,2010,Vegetables,Potatoes and products,10
Mozambique,2011,Vegetables,Potatoes and products,11
Mozambique,2012,Vegetables,Potatoes and products,11
Mozambique,2013,Vegetables,Potatoes and products,12
Mozambique,2010,Vegetables,Sweet potatoes,92
Mozambique,2011,Vegetables,Sweet potatoes,86
Mozambique,2012,Vegetables,Sweet potatoes,90
Mozambique,2013,Vegetables,Sweet potatoes,89
Mozambique,2010,Crops,"Roots, Other",0
Mozambique,2011,Crops,"Roots, Other",0
Mozambique,2012,Crops,"Roots, Other",0
Mozambique,2013,Crops,"Roots, Other",0
Mozambique,2010,Crops,Sugar cane,54
Mozambique,2011,Crops,Sugar cane,68
Mozambique,2012,Crops,Sugar cane,68
Mozambique,2013,Crops,Sugar cane,76
Mozambique,2010,Vegetables,Beans,5
Mozambique,2011,Vegetables,Beans,5
Mozambique,2012,Vegetables,Beans,6
Mozambique,2013,Vegetables,Beans,6
Mozambique,2010,Vegetables,"Pulses, Other and products",12
Mozambique,2011,Vegetables,"Pulses, Other and products",15
Mozambique,2012,Vegetables,"Pulses, Other and products",15
Mozambique,2013,Vegetables,"Pulses, Other and products",15
Mozambique,2010,Vegetables,Nuts and products,1
Mozambique,2011,Vegetables,Nuts and products,1
Mozambique,2012,Vegetables,Nuts and products,1
Mozambique,2013,Vegetables,Nuts and products,1
Mozambique,2010,Seeds,Groundnuts (Shelled Eq),3
Mozambique,2011,Seeds,Groundnuts (Shelled Eq),2
Mozambique,2012,Seeds,Groundnuts (Shelled Eq),2
Mozambique,2013,Seeds,Groundnuts (Shelled Eq),2
Mozambique,2010,Seeds,Sesame seed,2
Mozambique,2011,Seeds,Sesame seed,3
Mozambique,2012,Seeds,Sesame seed,4
Mozambique,2013,Seeds,Sesame seed,3
Mozambique,2010,Vegetables,Tomatoes and products,19
Mozambique,2011,Vegetables,Tomatoes and products,20
Mozambique,2012,Vegetables,Tomatoes and products,25
Mozambique,2013,Vegetables,Tomatoes and products,23
Mozambique,2010,Vegetables,Onions,8
Mozambique,2011,Vegetables,Onions,10
Mozambique,2012,Vegetables,Onions,10
Mozambique,2013,Vegetables,Onions,9
Mozambique,2010,Vegetables,"Vegetables, Other",20
Mozambique,2011,Vegetables,"Vegetables, Other",20
Mozambique,2012,Vegetables,"Vegetables, Other",21
Mozambique,2013,Vegetables,"Vegetables, Other",20
Mozambique,2010,Fruits,"Oranges, Mandarines",7
Mozambique,2011,Fruits,"Oranges, Mandarines",5
Mozambique,2012,Fruits,"Oranges, Mandarines",5
Mozambique,2013,Fruits,"Oranges, Mandarines",5
Mozambique,2010,Fruits,"Lemons, Limes and products",0
Mozambique,2011,Fruits,"Lemons, Limes and products",0
Mozambique,2012,Fruits,"Lemons, Limes and products",0
Mozambique,2013,Fruits,"Lemons, Limes and products",0
Mozambique,2010,Fruits,Grapefruit and products,1
Mozambique,2011,Fruits,Grapefruit and products,1
Mozambique,2012,Fruits,Grapefruit and products,1
Mozambique,2013,Fruits,Grapefruit and products,1
Mozambique,2010,Fruits,Bananas,16
Mozambique,2011,Fruits,Bananas,17
Mozambique,2012,Fruits,Bananas,24
Mozambique,2013,Fruits,Bananas,23
Mozambique,2010,Fruits,Apples and products,0
Mozambique,2011,Fruits,Apples and products,0
Mozambique,2012,Fruits,Apples and products,0
Mozambique,2013,Fruits,Apples and products,0
Mozambique,2010,Fruits,Pineapples and products,5
Mozambique,2011,Fruits,Pineapples and products,5
Mozambique,2012,Fruits,Pineapples and products,5
Mozambique,2013,Fruits,Pineapples and products,5
Mozambique,2010,Fruits,"Fruits, Other",23
Mozambique,2011,Fruits,"Fruits, Other",23
Mozambique,2012,Fruits,"Fruits, Other",23
Mozambique,2013,Fruits,"Fruits, Other",22
Mozambique,2010,Meat,Eggs,3
Mozambique,2011,Meat,Eggs,4
Mozambique,2012,Meat,Eggs,5
Mozambique,2013,Meat,Eggs,5
Mozambique,2010,Meat,Milk - Excluding Butter,4
Mozambique,2011,Meat,Milk - Excluding Butter,4
Mozambique,2012,Meat,Milk - Excluding Butter,4
Mozambique,2013,Meat,Milk - Excluding Butter,4
Myanmar,2010,Crops,Wheat and products,20
Myanmar,2011,Crops,Wheat and products,18
Myanmar,2012,Crops,Wheat and products,21
Myanmar,2013,Crops,Wheat and products,19
Myanmar,2010,Crops,Rice (Milled Equivalent),652
Myanmar,2011,Crops,Rice (Milled Equivalent),580
Myanmar,2012,Crops,Rice (Milled Equivalent),562
Myanmar,2013,Crops,Rice (Milled Equivalent),576
Myanmar,2010,Crops,Maize and products,69
Myanmar,2011,Crops,Maize and products,74
Myanmar,2012,Crops,Maize and products,75
Myanmar,2013,Crops,Maize and products,85
Myanmar,2010,Crops,Millet and products,9
Myanmar,2011,Crops,Millet and products,9
Myanmar,2012,Crops,Millet and products,9
Myanmar,2013,Crops,Millet and products,9
Myanmar,2010,Crops,Sorghum and products,11
Myanmar,2011,Crops,Sorghum and products,11
Myanmar,2012,Crops,Sorghum and products,11
Myanmar,2013,Crops,Sorghum and products,11
Myanmar,2010,Crops,"Cereals, Other",1
Myanmar,2011,Crops,"Cereals, Other",1
Myanmar,2012,Crops,"Cereals, Other",1
Myanmar,2013,Crops,"Cereals, Other",1
Myanmar,2010,Crops,Cassava and products,61
Myanmar,2011,Crops,Cassava and products,73
Myanmar,2012,Crops,Cassava and products,63
Myanmar,2013,Crops,Cassava and products,63
Myanmar,2010,Vegetables,Potatoes and products,57
Myanmar,2011,Vegetables,Potatoes and products,56
Myanmar,2012,Vegetables,Potatoes and products,60
Myanmar,2013,Vegetables,Potatoes and products,62
Myanmar,2010,Vegetables,Sweet potatoes,5
Myanmar,2011,Vegetables,Sweet potatoes,5
Myanmar,2012,Vegetables,Sweet potatoes,5
Myanmar,2013,Vegetables,Sweet potatoes,5
Myanmar,2010,Crops,Sugar cane,470
Myanmar,2011,Crops,Sugar cane,485
Myanmar,2012,Crops,Sugar cane,485
Myanmar,2013,Crops,Sugar cane,483
Myanmar,2010,Vegetables,Beans,177
Myanmar,2011,Vegetables,Beans,188
Myanmar,2012,Vegetables,Beans,183
Myanmar,2013,Vegetables,Beans,185
Myanmar,2010,Vegetables,Peas,2
Myanmar,2011,Vegetables,Peas,2
Myanmar,2012,Vegetables,Peas,2
Myanmar,2013,Vegetables,Peas,2
Myanmar,2010,Vegetables,"Pulses, Other and products",15
Myanmar,2011,Vegetables,"Pulses, Other and products",15
Myanmar,2012,Vegetables,"Pulses, Other and products",15
Myanmar,2013,Vegetables,"Pulses, Other and products",15
Myanmar,2010,Vegetables,Nuts and products,4
Myanmar,2011,Vegetables,Nuts and products,4
Myanmar,2012,Vegetables,Nuts and products,4
Myanmar,2013,Vegetables,Nuts and products,4
Myanmar,2010,Vegetables,Soyabeans,5
Myanmar,2011,Vegetables,Soyabeans,5
Myanmar,2012,Vegetables,Soyabeans,4
Myanmar,2013,Vegetables,Soyabeans,4
Myanmar,2010,Seeds,Groundnuts (Shelled Eq),51
Myanmar,2011,Seeds,Groundnuts (Shelled Eq),51
Myanmar,2012,Seeds,Groundnuts (Shelled Eq),29
Myanmar,2013,Seeds,Groundnuts (Shelled Eq),29
Myanmar,2010,Seeds,Rape and Mustardseed,1
Myanmar,2011,Seeds,Rape and Mustardseed,1
Myanmar,2012,Seeds,Rape and Mustardseed,1
Myanmar,2013,Seeds,Rape and Mustardseed,1
Myanmar,2010,Seeds,Cottonseed,8
Myanmar,2011,Seeds,Cottonseed,11
Myanmar,2012,Seeds,Cottonseed,8
Myanmar,2013,Seeds,Cottonseed,8
Myanmar,2010,Crops,Coconuts - Incl Copra,13
Myanmar,2011,Crops,Coconuts - Incl Copra,13
Myanmar,2012,Crops,Coconuts - Incl Copra,13
Myanmar,2013,Crops,Coconuts - Incl Copra,13
Myanmar,2010,Vegetables,Onions,55
Myanmar,2011,Vegetables,Onions,57
Myanmar,2012,Vegetables,Onions,57
Myanmar,2013,Vegetables,Onions,57
Myanmar,2010,Vegetables,"Vegetables, Other",350
Myanmar,2011,Vegetables,"Vegetables, Other",361
Myanmar,2012,Vegetables,"Vegetables, Other",341
Myanmar,2013,Vegetables,"Vegetables, Other",351
Myanmar,2010,Crops,Plantains,126
Myanmar,2011,Crops,Plantains,143
Myanmar,2012,Crops,Plantains,150
Myanmar,2013,Crops,Plantains,150
Myanmar,2010,Fruits,"Fruits, Other",68
Myanmar,2011,Fruits,"Fruits, Other",66
Myanmar,2012,Fruits,"Fruits, Other",65
Myanmar,2013,Fruits,"Fruits, Other",65
Myanmar,2010,Spices,Pimento,4
Myanmar,2011,Spices,Pimento,4
Myanmar,2012,Spices,Pimento,4
Myanmar,2013,Spices,Pimento,4
Myanmar,2010,Meat,Bovine Meat,0
Myanmar,2011,Meat,Bovine Meat,0
Myanmar,2012,Meat,Bovine Meat,0
Myanmar,2013,Meat,Bovine Meat,0
Myanmar,2010,Meat,Pigmeat,18
Myanmar,2011,Meat,Pigmeat,19
Myanmar,2012,Meat,Pigmeat,19
Myanmar,2013,Meat,Pigmeat,19
Myanmar,2010,Meat,Poultry Meat,31
Myanmar,2011,Meat,Poultry Meat,32
Myanmar,2012,Meat,Poultry Meat,32
Myanmar,2013,Meat,Poultry Meat,33
Myanmar,2010,Meat,Eggs,19
Myanmar,2011,Meat,Eggs,21
Myanmar,2012,Meat,Eggs,21
Myanmar,2013,Meat,Eggs,21
Myanmar,2010,Meat,Milk - Excluding Butter,117
Myanmar,2011,Meat,Milk - Excluding Butter,121
Myanmar,2012,Meat,Milk - Excluding Butter,117
Myanmar,2013,Meat,Milk - Excluding Butter,123
Namibia,2010,Crops,Wheat and products,2
Namibia,2011,Crops,Wheat and products,3
Namibia,2012,Crops,Wheat and products,4
Namibia,2013,Crops,Wheat and products,5
Namibia,2010,Crops,Rice (Milled Equivalent),0
Namibia,2011,Crops,Rice (Milled Equivalent),0
Namibia,2012,Crops,Rice (Milled Equivalent),0
Namibia,2013,Crops,Rice (Milled Equivalent),0
Namibia,2010,Crops,Maize and products,9
Namibia,2011,Crops,Maize and products,8
Namibia,2012,Crops,Maize and products,13
Namibia,2013,Crops,Maize and products,17
Namibia,2010,Crops,Millet and products,3
Namibia,2011,Crops,Millet and products,3
Namibia,2012,Crops,Millet and products,3
Namibia,2013,Crops,Millet and products,2
Namibia,2010,Crops,Sorghum and products,0
Namibia,2011,Crops,Sorghum and products,0
Namibia,2012,Crops,Sorghum and products,0
Namibia,2013,Crops,Sorghum and products,0
Namibia,2010,Crops,"Roots, Other",66
Namibia,2011,Crops,"Roots, Other",69
Namibia,2012,Crops,"Roots, Other",68
Namibia,2013,Crops,"Roots, Other",70
Namibia,2010,Vegetables,"Pulses, Other and products",1
Namibia,2011,Vegetables,"Pulses, Other and products",1
Namibia,2012,Vegetables,"Pulses, Other and products",1
Namibia,2013,Vegetables,"Pulses, Other and products",1
Namibia,2010,Seeds,Groundnuts (Shelled Eq),0
Namibia,2011,Seeds,Groundnuts (Shelled Eq),0
Namibia,2012,Seeds,Groundnuts (Shelled Eq),0
Namibia,2013,Seeds,Groundnuts (Shelled Eq),0
Namibia,2010,Vegetables,"Vegetables, Other",2
Namibia,2011,Vegetables,"Vegetables, Other",2
Namibia,2012,Vegetables,"Vegetables, Other",2
Namibia,2013,Vegetables,"Vegetables, Other",2
Namibia,2010,Fruits,Grapes and products (excl wine),1
Namibia,2011,Fruits,Grapes and products (excl wine),1
Namibia,2012,Fruits,Grapes and products (excl wine),1
Namibia,2013,Fruits,Grapes and products (excl wine),1
Namibia,2010,Fruits,"Fruits, Other",2
Namibia,2011,Fruits,"Fruits, Other",2
Namibia,2012,Fruits,"Fruits, Other",2
Namibia,2013,Fruits,"Fruits, Other",2
Namibia,2010,Meat,Eggs,0
Namibia,2011,Meat,Eggs,0
Namibia,2012,Meat,Eggs,0
Namibia,2013,Meat,Eggs,0
Namibia,2010,Meat,Milk - Excluding Butter,7
Namibia,2011,Meat,Milk - Excluding Butter,7
Namibia,2012,Meat,Milk - Excluding Butter,7
Namibia,2013,Meat,Milk - Excluding Butter,7
Nepal,2010,Crops,Wheat and products,165
Nepal,2011,Crops,Wheat and products,184
Nepal,2012,Crops,Wheat and products,195
Nepal,2013,Crops,Wheat and products,182
Nepal,2010,Crops,Rice (Milled Equivalent),305
Nepal,2011,Crops,Rice (Milled Equivalent),338
Nepal,2012,Crops,Rice (Milled Equivalent),401
Nepal,2013,Crops,Rice (Milled Equivalent),361
Nepal,2010,Crops,Barley and products,2
Nepal,2011,Crops,Barley and products,2
Nepal,2012,Crops,Barley and products,2
Nepal,2013,Crops,Barley and products,2
Nepal,2010,Crops,Maize and products,210
Nepal,2011,Crops,Maize and products,225
Nepal,2012,Crops,Maize and products,235
Nepal,2013,Crops,Maize and products,235
Nepal,2010,Crops,Millet and products,34
Nepal,2011,Crops,Millet and products,35
Nepal,2012,Crops,Millet and products,36
Nepal,2013,Crops,Millet and products,35
Nepal,2010,Vegetables,Potatoes and products,378
Nepal,2011,Vegetables,Potatoes and products,376
Nepal,2012,Vegetables,Potatoes and products,388
Nepal,2013,Vegetables,Potatoes and products,404
Nepal,2010,Crops,"Roots, Other",24
Nepal,2011,Crops,"Roots, Other",24
Nepal,2012,Crops,"Roots, Other",23
Nepal,2013,Crops,"Roots, Other",23
Nepal,2010,Crops,Sugar cane,259
Nepal,2011,Crops,Sugar cane,272
Nepal,2012,Crops,Sugar cane,293
Nepal,2013,Crops,Sugar cane,293
Nepal,2010,Vegetables,Beans,2
Nepal,2011,Vegetables,Beans,2
Nepal,2012,Vegetables,Beans,1
Nepal,2013,Vegetables,Beans,1
Nepal,2010,Vegetables,"Pulses, Other and products",10
Nepal,2011,Vegetables,"Pulses, Other and products",12
Nepal,2012,Vegetables,"Pulses, Other and products",12
Nepal,2013,Vegetables,"Pulses, Other and products",14
Nepal,2010,Vegetables,Soyabeans,2
Nepal,2011,Vegetables,Soyabeans,5
Nepal,2012,Vegetables,Soyabeans,4
Nepal,2013,Vegetables,Soyabeans,7
Nepal,2010,Seeds,Rape and Mustardseed,3
Nepal,2011,Seeds,Rape and Mustardseed,4
Nepal,2012,Seeds,Rape and Mustardseed,4
Nepal,2013,Seeds,Rape and Mustardseed,4
Nepal,2010,Seeds,Cottonseed,0
Nepal,2011,Seeds,Cottonseed,0
Nepal,2012,Seeds,Cottonseed,0
Nepal,2013,Seeds,Cottonseed,0
Nepal,2010,Oil,"Oilcrops, Other",0
Nepal,2011,Oil,"Oilcrops, Other",0
Nepal,2012,Oil,"Oilcrops, Other",0
Nepal,2013,Oil,"Oilcrops, Other",0
Nepal,2010,Vegetables,"Vegetables, Other",301
Nepal,2011,Vegetables,"Vegetables, Other",321
Nepal,2012,Vegetables,"Vegetables, Other",331
Nepal,2013,Vegetables,"Vegetables, Other",330
Nepal,2010,Fruits,"Fruits, Other",71
Nepal,2011,Fruits,"Fruits, Other",80
Nepal,2012,Fruits,"Fruits, Other",103
Nepal,2013,Fruits,"Fruits, Other",94
Nepal,2010,Spices,Pimento,1
Nepal,2011,Spices,Pimento,1
Nepal,2012,Spices,Pimento,1
Nepal,2013,Spices,Pimento,1
Nepal,2010,Spices,"Spices, Other",34
Nepal,2011,Spices,"Spices, Other",35
Nepal,2012,Spices,"Spices, Other",42
Nepal,2013,Spices,"Spices, Other",39
Nepal,2010,Meat,Eggs,1
Nepal,2011,Meat,Eggs,1
Nepal,2012,Meat,Eggs,1
Nepal,2013,Meat,Eggs,1
Nepal,2010,Meat,Milk - Excluding Butter,75
Nepal,2011,Meat,Milk - Excluding Butter,78
Nepal,2012,Meat,Milk - Excluding Butter,81
Nepal,2013,Meat,Milk - Excluding Butter,84
Netherlands,2010,Crops,Wheat and products,28
Netherlands,2011,Crops,Wheat and products,27
Netherlands,2012,Crops,Wheat and products,28
Netherlands,2013,Crops,Wheat and products,29
Netherlands,2010,Crops,Barley and products,28
Netherlands,2011,Crops,Barley and products,24
Netherlands,2012,Crops,Barley and products,21
Netherlands,2013,Crops,Barley and products,23
Netherlands,2010,Crops,Maize and products,25
Netherlands,2011,Crops,Maize and products,27
Netherlands,2012,Crops,Maize and products,24
Netherlands,2013,Crops,Maize and products,30
Netherlands,2010,Crops,Rye and products,0
Netherlands,2011,Crops,Rye and products,0
Netherlands,2012,Crops,Rye and products,0
Netherlands,2013,Crops,Rye and products,0
Netherlands,2010,Crops,Oats,1
Netherlands,2011,Crops,Oats,1
Netherlands,2012,Crops,Oats,0
Netherlands,2013,Crops,Oats,1
Netherlands,2010,Crops,"Cereals, Other",0
Netherlands,2011,Crops,"Cereals, Other",0
Netherlands,2012,Crops,"Cereals, Other",0
Netherlands,2013,Crops,"Cereals, Other",0
Netherlands,2010,Vegetables,Potatoes and products,160
Netherlands,2011,Vegetables,Potatoes and products,200
Netherlands,2012,Vegetables,Potatoes and products,180
Netherlands,2013,Vegetables,Potatoes and products,185
Netherlands,2010,Vegetables,Sweet potatoes,1
Netherlands,2011,Vegetables,Sweet potatoes,1
