Country,Year,Category,Cat,value
Netherlands,2012,Vegetables,Sweet potatoes,1
Netherlands,2013,Vegetables,Sweet potatoes,2
Netherlands,2010,Vegetables,Nuts and products,1
Netherlands,2011,Vegetables,Nuts and products,1
Netherlands,2012,Vegetables,Nuts and products,1
Netherlands,2013,Vegetables,Nuts and products,1
Netherlands,2010,Seeds,Sunflower seed,1
Netherlands,2011,Seeds,Sunflower seed,0
Netherlands,2012,Seeds,Sunflower seed,1
Netherlands,2013,Seeds,Sunflower seed,1
Netherlands,2010,Vegetables,Tomatoes and products,50
Netherlands,2011,Vegetables,Tomatoes and products,32
Netherlands,2012,Vegetables,Tomatoes and products,30
Netherlands,2013,Vegetables,Tomatoes and products,32
Netherlands,2010,Vegetables,Onions,44
Netherlands,2011,Vegetables,Onions,52
Netherlands,2012,Vegetables,Onions,45
Netherlands,2013,Vegetables,Onions,44
Netherlands,2010,Vegetables,"Vegetables, Other",140
Netherlands,2011,Vegetables,"Vegetables, Other",131
Netherlands,2012,Vegetables,"Vegetables, Other",135
Netherlands,2013,Vegetables,"Vegetables, Other",136
Netherlands,2010,Fruits,"Oranges, Mandarines",8
Netherlands,2011,Fruits,"Oranges, Mandarines",7
Netherlands,2012,Fruits,"Oranges, Mandarines",7
Netherlands,2013,Fruits,"Oranges, Mandarines",7
Netherlands,2010,Fruits,"Lemons, Limes and products",2
Netherlands,2011,Fruits,"Lemons, Limes and products",2
Netherlands,2012,Fruits,"Lemons, Limes and products",2
Netherlands,2013,Fruits,"Lemons, Limes and products",2
Netherlands,2010,Fruits,Grapefruit and products,2
Netherlands,2011,Fruits,Grapefruit and products,2
Netherlands,2012,Fruits,Grapefruit and products,2
Netherlands,2013,Fruits,Grapefruit and products,2
Netherlands,2010,Fruits,Bananas,2
Netherlands,2011,Fruits,Bananas,3
Netherlands,2012,Fruits,Bananas,4
Netherlands,2013,Fruits,Bananas,4
Netherlands,2010,Fruits,Apples and products,3
Netherlands,2011,Fruits,Apples and products,3
Netherlands,2012,Fruits,Apples and products,2
Netherlands,2013,Fruits,Apples and products,2
Netherlands,2010,Fruits,Pineapples and products,11
Netherlands,2011,Fruits,Pineapples and products,12
Netherlands,2012,Fruits,Pineapples and products,14
Netherlands,2013,Fruits,Pineapples and products,15
Netherlands,2010,Fruits,Dates,0
Netherlands,2011,Fruits,Dates,0
Netherlands,2012,Fruits,Dates,0
Netherlands,2013,Fruits,Dates,0
Netherlands,2010,Fruits,Grapes and products (excl wine),47
Netherlands,2011,Fruits,Grapes and products (excl wine),44
Netherlands,2012,Fruits,Grapes and products (excl wine),46
Netherlands,2013,Fruits,Grapes and products (excl wine),48
Netherlands,2010,Fruits,"Fruits, Other",35
Netherlands,2011,Fruits,"Fruits, Other",32
Netherlands,2012,Fruits,"Fruits, Other",30
Netherlands,2013,Fruits,"Fruits, Other",31
Netherlands,2010,Meat,Eggs,2
Netherlands,2011,Meat,Eggs,2
Netherlands,2012,Meat,Eggs,2
Netherlands,2013,Meat,Eggs,2
Netherlands,2010,Meat,Milk - Excluding Butter,0
Netherlands,2011,Meat,Milk - Excluding Butter,0
Netherlands,2012,Meat,Milk - Excluding Butter,0
Netherlands,2013,Meat,Milk - Excluding Butter,0
Netherlands Antilles (former),2010,Crops,Wheat and products,1
Netherlands Antilles (former),2010,Crops,Rice (Milled Equivalent),0
Netherlands Antilles (former),2010,Crops,Maize and products,0
Netherlands Antilles (former),2010,Vegetables,Potatoes and products,1
Netherlands Antilles (former),2010,Crops,"Roots, Other",0
Netherlands Antilles (former),2010,Vegetables,"Pulses, Other and products",0
Netherlands Antilles (former),2010,Vegetables,Nuts and products,0
Netherlands Antilles (former),2010,Crops,Coconuts - Incl Copra,0
Netherlands Antilles (former),2010,Vegetables,Tomatoes and products,0
Netherlands Antilles (former),2010,Vegetables,Onions,0
Netherlands Antilles (former),2010,Vegetables,"Vegetables, Other",0
Netherlands Antilles (former),2010,Fruits,"Oranges, Mandarines",0
Netherlands Antilles (former),2010,Fruits,"Lemons, Limes and products",0
Netherlands Antilles (former),2010,Fruits,Grapefruit and products,0
Netherlands Antilles (former),2010,Fruits,Bananas,0
Netherlands Antilles (former),2010,Crops,Plantains,0
Netherlands Antilles (former),2010,Fruits,Apples and products,0
Netherlands Antilles (former),2010,Fruits,Grapes and products (excl wine),0
Netherlands Antilles (former),2010,Fruits,"Fruits, Other",0
Netherlands Antilles (former),2010,Meat,Eggs,0
Netherlands Antilles (former),2010,Meat,Milk - Excluding Butter,0
New Caledonia,2010,Crops,Wheat and products,0
New Caledonia,2011,Crops,Wheat and products,0
New Caledonia,2012,Crops,Wheat and products,0
New Caledonia,2013,Crops,Wheat and products,0
New Caledonia,2010,Crops,Rice (Milled Equivalent),0
New Caledonia,2011,Crops,Rice (Milled Equivalent),0
New Caledonia,2012,Crops,Rice (Milled Equivalent),0
New Caledonia,2013,Crops,Rice (Milled Equivalent),0
New Caledonia,2010,Crops,Sorghum and products,0
New Caledonia,2011,Crops,Sorghum and products,0
New Caledonia,2012,Crops,Sorghum and products,0
New Caledonia,2013,Crops,Sorghum and products,0
New Caledonia,2010,Crops,Cassava and products,0
New Caledonia,2011,Crops,Cassava and products,0
New Caledonia,2012,Crops,Cassava and products,0
New Caledonia,2013,Crops,Cassava and products,0
New Caledonia,2010,Vegetables,Potatoes and products,0
New Caledonia,2011,Vegetables,Potatoes and products,0
New Caledonia,2012,Vegetables,Potatoes and products,0
New Caledonia,2013,Vegetables,Potatoes and products,0
New Caledonia,2010,Vegetables,Sweet potatoes,0
New Caledonia,2011,Vegetables,Sweet potatoes,0
New Caledonia,2012,Vegetables,Sweet potatoes,0
New Caledonia,2013,Vegetables,Sweet potatoes,0
New Caledonia,2010,Vegetables,Yams,2
New Caledonia,2011,Vegetables,Yams,2
New Caledonia,2012,Vegetables,Yams,2
New Caledonia,2013,Vegetables,Yams,2
New Caledonia,2010,Crops,"Roots, Other",0
New Caledonia,2011,Crops,"Roots, Other",0
New Caledonia,2012,Crops,"Roots, Other",0
New Caledonia,2013,Crops,"Roots, Other",0
New Caledonia,2010,Vegetables,"Pulses, Other and products",0
New Caledonia,2011,Vegetables,"Pulses, Other and products",0
New Caledonia,2012,Vegetables,"Pulses, Other and products",0
New Caledonia,2013,Vegetables,"Pulses, Other and products",0
New Caledonia,2010,Vegetables,Tomatoes and products,0
New Caledonia,2011,Vegetables,Tomatoes and products,0
New Caledonia,2012,Vegetables,Tomatoes and products,0
New Caledonia,2013,Vegetables,Tomatoes and products,0
New Caledonia,2010,Vegetables,"Vegetables, Other",1
New Caledonia,2011,Vegetables,"Vegetables, Other",1
New Caledonia,2012,Vegetables,"Vegetables, Other",1
New Caledonia,2013,Vegetables,"Vegetables, Other",1
New Caledonia,2010,Fruits,Bananas,0
New Caledonia,2011,Fruits,Bananas,0
New Caledonia,2012,Fruits,Bananas,0
New Caledonia,2013,Fruits,Bananas,0
New Caledonia,2010,Crops,Plantains,0
New Caledonia,2011,Crops,Plantains,0
New Caledonia,2012,Crops,Plantains,0
New Caledonia,2013,Crops,Plantains,0
New Caledonia,2010,Fruits,Apples and products,0
New Caledonia,2011,Fruits,Apples and products,0
New Caledonia,2012,Fruits,Apples and products,0
New Caledonia,2013,Fruits,Apples and products,0
New Caledonia,2010,Fruits,Grapes and products (excl wine),0
New Caledonia,2011,Fruits,Grapes and products (excl wine),0
New Caledonia,2012,Fruits,Grapes and products (excl wine),0
New Caledonia,2013,Fruits,Grapes and products (excl wine),0
New Caledonia,2010,Fruits,"Fruits, Other",0
New Caledonia,2011,Fruits,"Fruits, Other",0
New Caledonia,2012,Fruits,"Fruits, Other",0
New Caledonia,2013,Fruits,"Fruits, Other",0
New Caledonia,2010,Crops,Coffee and products,0
New Caledonia,2011,Crops,Coffee and products,0
New Caledonia,2012,Crops,Coffee and products,0
New Caledonia,2013,Crops,Coffee and products,0
New Caledonia,2010,Meat,Eggs,0
New Caledonia,2011,Meat,Eggs,0
New Caledonia,2012,Meat,Eggs,0
New Caledonia,2013,Meat,Eggs,0
New Caledonia,2010,Meat,Milk - Excluding Butter,0
New Caledonia,2011,Meat,Milk - Excluding Butter,0
New Caledonia,2012,Meat,Milk - Excluding Butter,0
New Caledonia,2013,Meat,Milk - Excluding Butter,0
New Zealand,2010,Crops,Wheat and products,37
New Zealand,2011,Crops,Wheat and products,35
New Zealand,2012,Crops,Wheat and products,19
New Zealand,2013,Crops,Wheat and products,17
New Zealand,2010,Crops,Barley and products,7
New Zealand,2011,Crops,Barley and products,8
New Zealand,2012,Crops,Barley and products,9
New Zealand,2013,Crops,Barley and products,9
New Zealand,2010,Crops,Maize and products,7
New Zealand,2011,Crops,Maize and products,6
New Zealand,2012,Crops,Maize and products,6
New Zealand,2013,Crops,Maize and products,6
New Zealand,2010,Crops,Oats,2
New Zealand,2011,Crops,Oats,1
New Zealand,2012,Crops,Oats,1
New Zealand,2013,Crops,Oats,1
New Zealand,2010,Vegetables,Potatoes and products,11
New Zealand,2011,Vegetables,Potatoes and products,11
New Zealand,2012,Vegetables,Potatoes and products,11
New Zealand,2013,Vegetables,Potatoes and products,11
New Zealand,2010,Vegetables,Beans,0
New Zealand,2011,Vegetables,Beans,0
New Zealand,2012,Vegetables,Beans,0
New Zealand,2013,Vegetables,Beans,0
New Zealand,2010,Vegetables,Peas,2
New Zealand,2011,Vegetables,Peas,2
New Zealand,2012,Vegetables,Peas,1
New Zealand,2013,Vegetables,Peas,1
New Zealand,2010,Oil,"Oilcrops, Other",0
New Zealand,2011,Oil,"Oilcrops, Other",0
New Zealand,2012,Oil,"Oilcrops, Other",0
New Zealand,2013,Oil,"Oilcrops, Other",0
New Zealand,2010,Vegetables,Tomatoes and products,8
New Zealand,2011,Vegetables,Tomatoes and products,6
New Zealand,2012,Vegetables,Tomatoes and products,10
New Zealand,2013,Vegetables,Tomatoes and products,9
New Zealand,2010,Vegetables,"Vegetables, Other",66
New Zealand,2011,Vegetables,"Vegetables, Other",62
New Zealand,2012,Vegetables,"Vegetables, Other",70
New Zealand,2013,Vegetables,"Vegetables, Other",70
New Zealand,2010,Fruits,"Oranges, Mandarines",3
New Zealand,2011,Fruits,"Oranges, Mandarines",2
New Zealand,2012,Fruits,"Oranges, Mandarines",3
New Zealand,2013,Fruits,"Oranges, Mandarines",3
New Zealand,2010,Fruits,"Lemons, Limes and products",0
New Zealand,2011,Fruits,"Lemons, Limes and products",0
New Zealand,2012,Fruits,"Lemons, Limes and products",0
New Zealand,2013,Fruits,"Lemons, Limes and products",0
New Zealand,2010,Fruits,Grapefruit and products,0
New Zealand,2011,Fruits,Grapefruit and products,0
New Zealand,2012,Fruits,Grapefruit and products,0
New Zealand,2013,Fruits,Grapefruit and products,0
New Zealand,2010,Fruits,"Citrus, Other",0
New Zealand,2011,Fruits,"Citrus, Other",0
New Zealand,2012,Fruits,"Citrus, Other",0
New Zealand,2013,Fruits,"Citrus, Other",0
New Zealand,2010,Fruits,Bananas,9
New Zealand,2011,Fruits,Bananas,6
New Zealand,2012,Fruits,Bananas,6
New Zealand,2013,Fruits,Bananas,6
New Zealand,2010,Fruits,Apples and products,23
New Zealand,2011,Fruits,Apples and products,22
New Zealand,2012,Fruits,Apples and products,23
New Zealand,2013,Fruits,Apples and products,23
New Zealand,2010,Fruits,Pineapples and products,0
New Zealand,2011,Fruits,Pineapples and products,0
New Zealand,2012,Fruits,Pineapples and products,0
New Zealand,2013,Fruits,Pineapples and products,0
New Zealand,2010,Fruits,Dates,0
New Zealand,2011,Fruits,Dates,0
New Zealand,2012,Fruits,Dates,0
New Zealand,2013,Fruits,Dates,0
New Zealand,2010,Fruits,"Fruits, Other",10
New Zealand,2011,Fruits,"Fruits, Other",9
New Zealand,2012,Fruits,"Fruits, Other",9
New Zealand,2013,Fruits,"Fruits, Other",9
New Zealand,2010,Meat,Eggs,2
New Zealand,2011,Meat,Eggs,2
New Zealand,2012,Meat,Eggs,2
New Zealand,2013,Meat,Eggs,2
New Zealand,2010,Meat,Milk - Excluding Butter,170
New Zealand,2011,Meat,Milk - Excluding Butter,173
New Zealand,2012,Meat,Milk - Excluding Butter,191
New Zealand,2013,Meat,Milk - Excluding Butter,195
Nicaragua,2010,Crops,Wheat and products,2
Nicaragua,2011,Crops,Wheat and products,3
Nicaragua,2012,Crops,Wheat and products,3
Nicaragua,2013,Crops,Wheat and products,4
Nicaragua,2010,Crops,Rice (Milled Equivalent),5
Nicaragua,2011,Crops,Rice (Milled Equivalent),5
Nicaragua,2012,Crops,Rice (Milled Equivalent),5
Nicaragua,2013,Crops,Rice (Milled Equivalent),5
Nicaragua,2010,Crops,Maize and products,116
Nicaragua,2011,Crops,Maize and products,129
Nicaragua,2012,Crops,Maize and products,125
Nicaragua,2013,Crops,Maize and products,135
Nicaragua,2010,Crops,Sorghum and products,6
Nicaragua,2011,Crops,Sorghum and products,9
Nicaragua,2012,Crops,Sorghum and products,10
Nicaragua,2013,Crops,Sorghum and products,9
Nicaragua,2010,Crops,Cassava and products,7
Nicaragua,2011,Crops,Cassava and products,9
Nicaragua,2012,Crops,Cassava and products,31
Nicaragua,2013,Crops,Cassava and products,28
Nicaragua,2010,Vegetables,Potatoes and products,5
Nicaragua,2011,Vegetables,Potatoes and products,4
Nicaragua,2012,Vegetables,Potatoes and products,3
Nicaragua,2013,Vegetables,Potatoes and products,4
Nicaragua,2010,Crops,"Roots, Other",0
Nicaragua,2011,Crops,"Roots, Other",9
Nicaragua,2012,Crops,"Roots, Other",22
Nicaragua,2013,Crops,"Roots, Other",24
Nicaragua,2010,Crops,Sugar (Raw Equivalent),2
Nicaragua,2011,Crops,Sugar (Raw Equivalent),3
Nicaragua,2012,Crops,Sugar (Raw Equivalent),3
Nicaragua,2013,Crops,Sugar (Raw Equivalent),3
Nicaragua,2010,Vegetables,Beans,7
Nicaragua,2011,Vegetables,Beans,9
Nicaragua,2012,Vegetables,Beans,10
Nicaragua,2013,Vegetables,Beans,11
Nicaragua,2010,Seeds,Groundnuts (Shelled Eq),4
Nicaragua,2011,Seeds,Groundnuts (Shelled Eq),4
Nicaragua,2012,Seeds,Groundnuts (Shelled Eq),4
Nicaragua,2013,Seeds,Groundnuts (Shelled Eq),5
Nicaragua,2010,Vegetables,Tomatoes and products,1
Nicaragua,2011,Vegetables,Tomatoes and products,5
Nicaragua,2012,Vegetables,Tomatoes and products,5
Nicaragua,2013,Vegetables,Tomatoes and products,5
Nicaragua,2010,Vegetables,Onions,3
Nicaragua,2011,Vegetables,Onions,2
Nicaragua,2012,Vegetables,Onions,3
Nicaragua,2013,Vegetables,Onions,2
Nicaragua,2010,Vegetables,"Vegetables, Other",3
Nicaragua,2011,Vegetables,"Vegetables, Other",3
Nicaragua,2012,Vegetables,"Vegetables, Other",3
Nicaragua,2013,Vegetables,"Vegetables, Other",3
Nicaragua,2010,Fruits,"Oranges, Mandarines",13
Nicaragua,2011,Fruits,"Oranges, Mandarines",14
Nicaragua,2012,Fruits,"Oranges, Mandarines",15
Nicaragua,2013,Fruits,"Oranges, Mandarines",15
Nicaragua,2010,Fruits,Bananas,3
Nicaragua,2011,Fruits,Bananas,4
Nicaragua,2012,Fruits,Bananas,5
Nicaragua,2013,Fruits,Bananas,4
Nicaragua,2010,Crops,Plantains,9
Nicaragua,2011,Crops,Plantains,10
Nicaragua,2012,Crops,Plantains,10
Nicaragua,2013,Crops,Plantains,10
Nicaragua,2010,Fruits,Apples and products,0
Nicaragua,2011,Fruits,Apples and products,0
Nicaragua,2012,Fruits,Apples and products,0
Nicaragua,2013,Fruits,Apples and products,0
Nicaragua,2010,Fruits,Pineapples and products,10
Nicaragua,2011,Fruits,Pineapples and products,11
Nicaragua,2012,Fruits,Pineapples and products,12
Nicaragua,2013,Fruits,Pineapples and products,12
Nicaragua,2010,Fruits,"Fruits, Other",2
Nicaragua,2011,Fruits,"Fruits, Other",2
Nicaragua,2012,Fruits,"Fruits, Other",2
Nicaragua,2013,Fruits,"Fruits, Other",2
Nicaragua,2010,Crops,Coffee and products,1
Nicaragua,2011,Crops,Coffee and products,1
Nicaragua,2012,Crops,Coffee and products,1
Nicaragua,2013,Crops,Coffee and products,1
Nicaragua,2010,Meat,Eggs,1
Nicaragua,2011,Meat,Eggs,1
Nicaragua,2012,Meat,Eggs,1
Nicaragua,2013,Meat,Eggs,1
Nicaragua,2010,Meat,Milk - Excluding Butter,38
Nicaragua,2011,Meat,Milk - Excluding Butter,39
Nicaragua,2012,Meat,Milk - Excluding Butter,45
Nicaragua,2013,Meat,Milk - Excluding Butter,47
Niger,2010,Crops,Wheat and products,2
Niger,2011,Crops,Wheat and products,1
Niger,2012,Crops,Wheat and products,2
Niger,2013,Crops,Wheat and products,1
Niger,2010,Crops,Rice (Milled Equivalent),4
Niger,2011,Crops,Rice (Milled Equivalent),4
Niger,2012,Crops,Rice (Milled Equivalent),6
Niger,2013,Crops,Rice (Milled Equivalent),8
Niger,2010,Crops,Maize and products,3
Niger,2011,Crops,Maize and products,2
Niger,2012,Crops,Maize and products,4
Niger,2013,Crops,Maize and products,3
Niger,2010,Crops,Millet and products,463
Niger,2011,Crops,Millet and products,399
Niger,2012,Crops,Millet and products,464
Niger,2013,Crops,Millet and products,399
Niger,2010,Crops,Sorghum and products,186
Niger,2011,Crops,Sorghum and products,108
Niger,2012,Crops,Sorghum and products,212
Niger,2013,Crops,Sorghum and products,200
Niger,2010,Crops,"Cereals, Other",1
Niger,2011,Crops,"Cereals, Other",1
Niger,2012,Crops,"Cereals, Other",1
Niger,2013,Crops,"Cereals, Other",0
Niger,2010,Crops,Cassava and products,11
Niger,2011,Crops,Cassava and products,10
Niger,2012,Crops,Cassava and products,11
Niger,2013,Crops,Cassava and products,16
Niger,2010,Vegetables,Potatoes and products,4
Niger,2011,Vegetables,Potatoes and products,3
Niger,2012,Vegetables,Potatoes and products,6
Niger,2013,Vegetables,Potatoes and products,9
Niger,2010,Vegetables,Sweet potatoes,5
Niger,2011,Vegetables,Sweet potatoes,6
Niger,2012,Vegetables,Sweet potatoes,8
Niger,2013,Vegetables,Sweet potatoes,10
Niger,2010,Vegetables,"Pulses, Other and products",445
Niger,2011,Vegetables,"Pulses, Other and products",381
Niger,2012,Vegetables,"Pulses, Other and products",359
Niger,2013,Vegetables,"Pulses, Other and products",410
Niger,2010,Seeds,Groundnuts (Shelled Eq),9
Niger,2011,Seeds,Groundnuts (Shelled Eq),8
Niger,2012,Seeds,Groundnuts (Shelled Eq),6
Niger,2013,Seeds,Groundnuts (Shelled Eq),7
Niger,2010,Seeds,Cottonseed,0
Niger,2011,Seeds,Cottonseed,0
Niger,2012,Seeds,Cottonseed,0
Niger,2013,Seeds,Cottonseed,0
Niger,2010,Seeds,Sesame seed,9
Niger,2011,Seeds,Sesame seed,9
Niger,2012,Seeds,Sesame seed,3
Niger,2013,Seeds,Sesame seed,2
Niger,2010,Vegetables,Tomatoes and products,5
Niger,2011,Vegetables,Tomatoes and products,11
Niger,2012,Vegetables,Tomatoes and products,19
Niger,2013,Vegetables,Tomatoes and products,18
Niger,2010,Vegetables,Onions,37
Niger,2011,Vegetables,Onions,37
Niger,2012,Vegetables,Onions,59
Niger,2013,Vegetables,Onions,40
Niger,2010,Vegetables,"Vegetables, Other",5
Niger,2011,Vegetables,"Vegetables, Other",5
Niger,2012,Vegetables,"Vegetables, Other",10
Niger,2013,Vegetables,"Vegetables, Other",10
Niger,2010,Fruits,Dates,5
Niger,2011,Fruits,Dates,4
Niger,2012,Fruits,Dates,4
Niger,2013,Fruits,Dates,4
Niger,2010,Fruits,"Fruits, Other",29
Niger,2011,Fruits,"Fruits, Other",30
Niger,2012,Fruits,"Fruits, Other",31
Niger,2013,Fruits,"Fruits, Other",30
Niger,2010,Spices,Pimento,0
Niger,2011,Spices,Pimento,0
Niger,2012,Spices,Pimento,0
Niger,2013,Spices,Pimento,0
Niger,2010,Meat,"Fats, Animals, Raw",0
Niger,2011,Meat,"Fats, Animals, Raw",0
Niger,2012,Meat,"Fats, Animals, Raw",0
Niger,2013,Meat,"Fats, Animals, Raw",0
Niger,2010,Meat,Eggs,2
Niger,2011,Meat,Eggs,2
Niger,2012,Meat,Eggs,2
Niger,2013,Meat,Eggs,2
Niger,2010,Meat,Milk - Excluding Butter,67
Niger,2011,Meat,Milk - Excluding Butter,66
Niger,2012,Meat,Milk - Excluding Butter,69
Niger,2013,Meat,Milk - Excluding Butter,71
Nigeria,2010,Crops,Wheat and products,161
Nigeria,2011,Crops,Wheat and products,166
Nigeria,2012,Crops,Wheat and products,117
Nigeria,2013,Crops,Wheat and products,149
Nigeria,2010,Crops,Rice (Milled Equivalent),325
Nigeria,2011,Crops,Rice (Milled Equivalent),338
Nigeria,2012,Crops,Rice (Milled Equivalent),346
Nigeria,2013,Crops,Rice (Milled Equivalent),343
Nigeria,2010,Crops,Maize and products,874
Nigeria,2011,Crops,Maize and products,1026
Nigeria,2012,Crops,Maize and products,1052
Nigeria,2013,Crops,Maize and products,1162
Nigeria,2010,Crops,Millet and products,755
Nigeria,2011,Crops,Millet and products,265
Nigeria,2012,Crops,Millet and products,437
Nigeria,2013,Crops,Millet and products,437
